Year,Title,Sequel,ReleaseDate,StoryLine,Runtime,SoundMix,Color,AspectRatio,MPAA,RateScore,NumRate,NumReview,NumCritic,ProductionDate,FilmingDate,gross,budget,critic,numrate,numreview,ratescore,nummon,day,daynum,budget_class,competition,ActorScore,ActorScore_budget,Country,BigSix,country_num,ThreeD,mpaa,gross_ind,NewBigSix
2010,Letters to God (2010),0,Release Date: 9 April 2010 (USA) See more Ф_,"A young boy fighting cancer writes letters to God, touching lives in his neighborhood and community and inspiring hope among everyone he comes in contact. An unsuspecting substitute postman, with a troubled life of his own, becomes entangled in the boy's journey and his family by reading the letters. They inspire him to seek a better life for himself and his own son he's lost through his alcohol addiction. Written by Anonymous",null,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.78 : 1,Rated PG for thematic material,6.1,"3,822",64 user,19 critic,null,null,2252949.544,2768161.309,19,3822,64,6.1,4,9,5604,1,56,0,0,USA,0,1,0,PG,2,0
2010,Preacher's Kid (2010),0,Release Date: 29 January 2010 (USA) See more Ф_,"Tired of being a Preacher's daughter and longing to experience more of life, 20-something ANGIE KING strikes out on her own for the very first time and joins a traveling gospel show.",null,Sound Mix: Dolby,Color,Aspect Ratio: 1.85 : 1,"Rated PG-13 for thematic material involving some sexual content, violence and brief drug use",5,609,7 user,10 critic,null,null,406937.1122,5536322.617,10,609,7,5,1,29,5534,2,62,0,0,USA,1,1,0,PG-13,1,1
2010,Holy Rollers (2010),0,Release Date: 23 December 2010 (Israel) See more Ф_,Inspired by a true story of a young Hasidic man who was lured into the world of international drug trafficking in the late 90s. Written by Carter,89 min,null,Color,null,14A,5.9,"4,092",16 user,79 critic,null,null,239553.516,790903.231,79,4092,16,5.9,12,23,5858,1,32,0,0,Israel,0,0,0,PG-13,1,0
2010,The 5th Quarter (2010),0,Release Date: 25 March 2011 (USA) See more Ф_,"In February, 2006, young Luke Abbate accepted a ride home from a fellow student following his high-school team practice. In a severe case of irresponsible and reckless teen-age driving, and over the objections of Luke and the other young passengers, the driver lost control of the car at nearly 90 miles-per-hour, spinning off a narrow road and landing in an embankment some seventy feet below. Luke suffered irreparable brain damage, and died in the hospital two days later - just four days before his sixteenth birthday. Written by anonymous",null,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,"Rated PG for thematic material, some language, medical images and brief smoking",5.7,"1,222",29 user,16 critic,null,15 October 2008 - 20 November ,316053.631,4745419.386,16,1222,29,5.7,3,25,5590,2,67,-0.205192063,-0.232180716,USA,0,1,0,PG,1,0
2010,The Last Godfather (2010),0,Release Date: 29 December 2010 (South Korea) See more Ф_,"Young-goo (Hyung-rae Sim) the son of mafia boss Don Carini (Harvey Keitel), is too foolish to be part of the mafia elite. One day, Young-goo comes to his father and is trained by Tony V (Michael Rispoli) to be his father's successor. A few days later, Young-goo accidentally rescues Nancy (Jocelin Donahue), the only daughter of Don Bonfante, the boss of a rival mafia family. But Vinnie (Jason Mewes), an under-boss of the Bonfante family kidnapped her and fabricates that Young-goo has taken her. Vinnie's behavior provokes an armed conflict between the two families. Written by Kookyunii",null,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.78 : 1,PG,3.6,910,17 user,4 critic,null,null,129384.6505,10598103.3,4,910,17,3.6,12,29,5864,2,34,-0.458134183,-0.216922915,South Korea,0,0,0,PG,1,0
2010,The Grace Card (2010),0,Release Date: 25 February 2011 (USA) See more Ф_,"Everything can change in an instant ... and take a lifetime to unravel. When Mac McDonald loses his son in an accident, the ensuing 17 years of bitterness and pain erodes his love for his family and leaves him angry with God ... and just about everyone else. Mac's rage stonewalls his career in the police department and makes for a combustible situation when he's partnered with Sam Wright, a rising star on the force who happens to be a part-time pastor and a loving family man. Can they somehow join forces to help one another when it's impossible for either of them to look past their differences-especially the most obvious one? Every day, we have the opportunity to rebuild relationships and heal deep wounds by extending and receiving God's grace. Offer THE GRACE CARD ... and never underestimate the power of God's love. Written by David G. Evans",null,null,Color,null,Rated PG-13 for violence and thematic elements,6.3,"1,950",26 user,25 critic,null,null,1920503.653,158180.6462,25,1950,26,6.3,2,25,5560,1,37,0,0,USA,0,1,0,PG-13,2,0
2010,Meet Monica Velour (2010),0,Release Date: 13 May 2011 (Canada) See more Ф_,"When an awkward teen meets his favorite porn star, whose career peaked in the '80s, an unexpected friendship follows as the young man gets a glimpse inside Monica Velour's current life as a single mom struggling to make ends meet.",null,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,14A,5.8,"1,748",20 user,50 critic,null,October ,25031.29636,3954516.155,50,1748,20,5.8,5,13,5638,2,41,0,0,Canada,0,0,0,PG-13,1,0
2010,Circle (2010),0,Release Date: 11 September 2010 (USA) See more Ф_,"Eighteen years after a mass murder, John Bennett escapes captivity, and returns to his childhood house, where a group of unsuspecting college psychology majors are studying his psyche by staying in the house for a few nights.",88 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.78 : 1,null,3.4,549,10 user,7 critic,null,null,7695.488438,1581806.462,7,549,10,3.4,9,11,5756,1,43,0,0,USA,0,1,0,G,1,0
2010,The Afflicted (2010),0,Release Date: 8 May 2011 (UK) See more Ф_,"Leslie Easterbrook plays the lead role of 'Mother Maggie', a disturbed mother of four who delivers an unimaginable level of abuse to her children while defending her actions with her own twisted interpretations of the Bible. Three daughters live in constant fear of being beaten and abused by their mentally disturbed mother. Escaping the wrath of their mother seems impossible and proves to be deadly. Based on a true story, The Afflicted takes you inside the lives of those who live in constant fear with no escape. Written by Lee Dashiell",null,null,Color,Aspect Ratio: 1.85 : 1,null,4.6,914,12 user,8 critic,null,null,138994.9156,142362.5816,8,914,12,4.6,5,8,5633,1,32,0,0,UK,0,0,0,G,1,0
2010,Amigo (2010),0,Release Date: 6 July 2011 (Philippines) See more Ф_,"AMIGO, the 17th feature film from Academy Award-nominated writer-director John Sayles, stars legendary Filipino actor Joel Torre as Rafael, a village mayor caught in the murderous crossfire of the Philippine-American War. When U.S. troops occupy his village, Rafael comes under pressure from a tough-as-nails officer (Chris Cooper) to help the Americans in their hunt for Filipino guerilla fighters. But Rafael's brother (Ronnie Lazaro) is the head of the local guerillas, and considers anyone who cooperates with the Americans to be a traitor. Rafael quickly finds himself forced to make the impossible, potentially deadly decisions faced by ordinary civilians in an occupied country. A powerful drama of friendship, betrayal, romance and heartbreaking violence, AMIGO is a page torn from the untold history of the Philippines, and a mirror of today's unresolvable conflicts. Written by Anonymous",124 min,null,Color,null,Rated R for some violence and language,5.7,463,7 user,34 critic,null,null,145122.8339,1344535.493,34,463,7,5.7,7,6,5691,1,34,0,0,Philippines,0,0,0,R,1,0
2010,Monogamy (2010),0,Release Date: 7 February 2011 (Canada) See more Ф_,"The strained relationship of an engaged Brooklyn couple, Theo (Chris Messina) and Nat (Rashida Jones). Theo is bored with his job as a wedding photographer-the generic backgrounds, the artificial posing, the stilted newlyweds-so he develops an unconventional side business, called ""Gumshoot,"" a service where clients hire him to stalk them with his camera. Becoming infatuated with one of his clients, a mystery woman who goes by the name Subgirl (Meital Dohan), Theo develops a voyeuristic obsession that forces him to confront uncomfortable truths about himself and his impending marriage. Written by vjn",null,null,Color,null,null,5,598,9 user,35 critic,null,null,15977.82707,3954516.155,35,598,9,5,2,7,5542,2,47,0,0,Canada,0,0,0,G,1,0
2010,Happiness Runs (2010),0,Release Date: 7 May 2010 (USA) See more Ф_,"A young man named Victor realizes the shortcomings of the Utopian ideals on the hippie commune where he was raised. Victor's mother is funding the commune where the guru Insley hypnotizes and seduces women with a technique he calls ""running."" Insley manipulates the minds of these women so that they give him their bodies and all their worldly possessions. Victor's childhood love, Becky, returns to take care of her deathly ill father. Victor, haunted by visions of Becky's death, is desperate to save her and himself by escaping from the polygamous cult. Preoccupied with Insley's free love philosophy, the adults of the community overlook the painful reality that the self destructive behavior of their children is most certainly due to early exposure to sex and drugs. To afford an escape, Victor tries to sell weed but is cut out by rivals competing for Becky's affection. Finally, Victor is torn between getting money from his mother who is entirely under Insley's influence, dealing with the ... Written by Strand Releasing",88 min,Sound Mix: Dolby Digital,Color,null,null,4.8,504,9 user,18 critic,null,May 2007 -  June ,4785.755451,949083.8772,18,504,9,4.8,5,7,5632,1,40,0,0,USA,0,1,0,G,1,0
2010,Multiple Sarcasms (2010),0,Release Date: 8 April 2010 (USA) See more Ф_,"Gabriel is a man who on the surface has it all-successful professional life as an architect, a beautiful wife, Annie, and a devoted young daughter, Elizabeth. But slowly it dawns on him that he is not really happy. Gabriel decides that he wants to write a play about the sorry state of his life. He quits his job, gets a pushy literary agent friend to represent him and starts writing. Although his marriage ends in a divorce, the play is success and although his life is different than it was, he is happier. Written by Brooks Branch",97 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.78 : 1,Rated R for sexual references and language,4.8,546,12 user,20 critic,null,6 March 2007 - 6 April ,22891.11221,1977258.078,20,546,12,4.8,4,8,5603,1,56,-0.158731897,-0.141788987,USA,0,1,0,R,1,0
2010,The Dry Land (2010),0,Release Date: 24 January 2010 (USA) See more Ф_,"A thesis picture. James arrives home to West Texas from Iraq. He doesn't remember much about the war, and it's soon clear he has post traumatic stress. He takes a job at an abattoir. After an alcohol-fueled fights with co-workers and his wife, he seeks help at the VA. He returns to find she's leaving him until he can regain control. He leaves his dog with his ailing mother and drives northeast to visit an Army buddy and find out what it is he can't remember. His friend won't say much, so James drives on to Walter Reed Hospital where another friend convalesces. Will James find out what he's repressed, and if he does, will it make anything better? What options does he have? Written by <jhailey@hotmail.com>",92 min,null,Color,Aspect Ratio: 2.35 : 1,"Rated R for pervasive language, sexual content and disturbing violent situations",5.6,452,13 user,23 critic,null,May ,5813.929651,790903.231,23,452,13,5.6,1,24,5529,1,50,0,0,USA,0,1,0,R,1,0
2010,Immigration Tango (2010),0,Release Date: 2010 (USA) See more Ф_,An American couple and a foreign couple test the limits of friendship and love when they switch partners and get married for green cards.,null,null,Color,null,Rated R for language and some sexual content,3.3,281,3 user,11 critic,null,null,859.7118121,869993.5541,11,281,3,3.3,NA,20,5555,1,42,0,0,USA,0,1,0,R,1,0
2010,Queen of the Lot (2010),0,Release Date: 19 November 2010 (USA) See more Ф_,"An electronic ankle bracelet and being under house arrest aren't about to stop up-and-coming actress Maggie Chase (Tanna Frederick) from the two things she craves the most: real fame and true love. With more ""Google points"" than her Iowa hometown, but far less than Angelina Jolie, Maggie is desperate to claw her way off the B-list of action/adventure pictures and into major movie stardom. With a team of handlers (Ron Vignone, Diane Salinger, David Proval and Zack Norman) to spin her recent drunk driving arrests into tabloid gold and bad-boy movie star boyfriend Dov Lambert (Christopher Rydell) on her arm, Maggie's star is on the rise. Things get complicated when a trip home to meet Dov's legendary family introduces Maggie to the world of Hollywood Royalty (Kathryn Crosby, Mary Crosby, Peter Bogdanovich, Dennis Christopher and Jack Heller) and to her boyfriend's brother Aaron Lambert (Noah Wyle), the black sheep of the family, a failed writer who can actually see who Maggie really is ... Written by The Rainbow Film Co",120 min,Sound Mix: Dolby,Color,Aspect Ratio: 1.85 : 1,Rated R for language and some sexual content,5.2,75,2 user,15 critic,null,6 March 2010 -  April ,121348.2827,395451.6155,15,75,2,5.2,11,19,5824,1,61,0,0,USA,0,1,0,R,1,0
2010,Douchebag (2010),0,Release Date: 22 January 2010 (USA) See more Ф_,"On the verge of getting married, Sam Nussbaum insists he escort his younger brother, Tom, on a wild goose chase of a journey to find Tom's fifth grade girlfriend.",81 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.78 : 1 / (high definition),null,6.3,138,null,18 critic,null,null,14328.79384,395451.6155,18,138,NA,6.3,1,22,5527,1,53,0,0,USA,0,1,0,G,1,0
2010,The Trouble with Terkel (2010),0,Release Date: 20 May 2011 (USA) See more Ф_,"Meet Terkel, a miserable sixth grader constantly picked on by two merciless bullies, Nigel and Saki. So what can you do? Tease the ugly girl in class - Fat Doris! When the abuse from Terkel is too much, she throws herself out a window which makes Terkel more popular. Now dealing with popularity Terkel finds solace in booze, guns and everything American. But then life takes a turn for the weird when he receives strange death threats, unable to confide in his annoying sister or alcoholic Uncle, Terkel turns to his sexually inappropriate hippie teacher with intentionally hilarious results. Written by Randolph Kret",87 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.78 : 1,null,6.4,67,null,null,null,null,28101.5827,790903.231,NA,67,NA,6.4,5,20,5645,1,33,0,0,USA,0,1,0,G,1,0
2010,To Die Is Hard (2010),0,Release Date: 2010 (USA) See more Ф_,"When a gang of terrorists invade a campus building, it's up to English professor Joe McCann to save the day.",null,null,Color,null,null,7.1,48,3 user,2 critic,null,null,3313.093635,1186.354847,2,48,3,7.1,NA,15,5670,1,51,0,0,USA,0,1,0,G,1,0
2010,Ghetto Physics (2010),0,Release Date: 8 October 2010 (USA) See more Ф_,"A blend of documentary, satire, and narrative filmmaking examines the power dynamic that exists in social, political, and corporate relationships.",null,null,Color,null,Rated R for language including some sexual references,5.7,65,3 user,12 critic,null,null,7977.840891,395451.6155,12,65,3,5.7,10,8,5783,1,41,0,0,USA,0,1,0,R,1,0
2010,Evil Intent (2010),0,Release Date: 1 December 2010 (USA) See more Ф_,"Stephanie and Kelly are best friends and roommates. Paul is Stephanie's boyfriend and Kelly's former boyfriend. The three of them eventually realize they are part of a love triangle that's filled with love, betrayal, insanity, and murder. Written by Anonymous",null,null,Color,null,null,6.2,26,1 user,3 critic,null,null,1977.258078,1581.806462,3,26,1,6.2,12,1,5836,1,36,0,0,USA,0,1,0,G,1,0
2011,Harry Potter and the Deathly Hallows: Part 2 (2011),1,Release Date: 4 August 2011 (China) See more Ф_,"Harry, Ron, and Hermione continue their quest of finding and destroying the Dark Lord's three remaining Horcruxes, the magical items responsible for his immortality. But as the mystical Deathly Hallows are uncovered, and Voldemort finds out about their mission, the biggest battle begins and life as they know it will never be the same again. Written by Jordan",130 min,Sound Mix: Dolby Digital | DTS | Dolby (Dolby Surround 7.1)| SDDS,Color,Aspect Ratio: 2.35 : 1,PG,8.1,"486,766",795 user,464 critic,null,null,291999034.7,95797387.38,464,486766,795,8.1,8,4,6084,5,68,0,0,China,1,0,0,PG,9,1
2011,The Help (2011),0,Release Date: 10 August 2011 (Canada) See more Ф_,"Set in Mississippi during the 1960s, Skeeter (Stone) is a southern society girl who returns from college determined to become a writer, but turns her friends' lives -- and a Mississippi town -- upside down when she decides to interview the black women who have spent their lives taking care of prominent southern families. Aibileen (Davis), Skeeter's best friend's housekeeper, is the first to open up -- to the dismay of her friends in the tight-knit black community. Despite Skeeter's life-long friendships hanging in the balance, she and Aibileen continue their collaboration and soon more women come forward to tell their stories -- and as it turns out, they have a lot to say. Along the way, unlikely friendships are forged and a new sisterhood emerges, but not before everyone in town has a thing or two to say themselves when they become unwittingly -- and unwillingly -- caught up in the changing times. Written by Walt Disney Pictures",null,Sound Mix: Dolby Digital | SDDS | Datasat,Color,Aspect Ratio: 1.85 : 1,PG,8.1,"292,600",439 user,372 critic,17 May 2010 - 30 January ,5 July 2010 - 22 August ,130060750,19159477.48,372,292600,439,8.1,8,10,6090,3,65,0,0,Canada,0,0,0,PG,9,0
2011,Warrior (2011),0,Release Date: 9 September 2011 (Canada) See more Ф_,"Two brothers face the fight of a lifetime - and the wreckage of their broken family - within the brutal, high-stakes world of Mixed Martial Arts (MMA) fighting in Lionsgate's action/drama, WARRIOR. An ex-Marine haunted by a tragic past, Tommy Riordan returns to his hometown of Pittsburgh and enlists his father, a recovered alcoholic and his former coach, to train him for an MMA tournament awarding the biggest purse in the history of the sport. As Tommy blazes a violent path towards the title prize, his brother, Brendan, a former MMA fighter unable to make ends meet as a public school teacher, returns to the amateur ring to provide for his family. Even though years have passed, recriminations and past betrayals keep Brendan bitterly estranged from both Tommy and his father. But when Brendan's unlikely rise as an underdog sets him on a collision course with Tommy, the two brothers must finally confront the forces that tore them apart, all the while waging the most intense, ... Written by Anonymous",140 min,Sound Mix: Dolby Digital | Datasat | SDDS,Color,Aspect Ratio: 2.35 : 1,14A,8.2,"301,026",492 user,313 critic,null,April ,10466527.49,19159477.48,313,301026,492,8.2,9,9,6119,3,48,-0.169629668,-0.177632809,Canada,0,0,0,PG-13,4,0
2011,The Girl with the Dragon Tattoo (2011),0,Release Date: 20 December 2011 (Canada) See more Ф_,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist (Daniel Craig), as he investigates the disappearance of a wealthy patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander (Rooney Mara). As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined. Written by Anonymous",158 min,Sound Mix: Dolby Digital | Datasat | SDDS,Color,Aspect Ratio: 2.35 : 1,18A,7.8,"308,971",620 user,513 critic,null,27 September 2010 - 14 December ,78565961.07,68974118.91,513,308971,620,7.8,12,20,6220,5,26,0,0,Canada,0,0,0,R,8,1
2011,Thor (2011),0,Release Date: 8 May 2011 (China) See more Ф_,"The warrior Thor (Hemsworth) is cast out of the fantastic realm of Asgard by his father Odin (Hopkins) for his arrogance and sent to Earth to live among humans. Falling in love with scientist Jane Foster (Portman) teaches Thor much-needed lessons, and his new-found strength comes into play as a villain from his homeland sends dark forces toward Earth. Written by Anonymous",115 min,Sound Mix: Dolby Digital | Datasat | SDDS | Dolby Surround 7.1,Color,Aspect Ratio: 2.35 : 1,PG,7,"484,097",729 user,508 critic,December 2008 -  June ,11 January 2010 - 6 May ,138738086.5,114956864.9,508,484097,729,7,5,8,5998,5,50,-0.099395743,-0.160120858,China,1,0,1,PG,9,1
2011,Captain America: The First Avenger (2011),1,Release Date: 9 September 2011 (China) See more Ф_,"It is 1942, America has entered World War II, and sickly but determined Steve Rogers is frustrated at being rejected yet again for military service. Everything changes when Dr. Erskine recruits him for the secret Project Rebirth. Proving his extraordinary courage, wits and conscience, Rogers undergoes the experiment and his weak body is suddenly enhanced into the maximum human potential. When Dr. Erskine is then immediately assassinated by an agent of Nazi Germany's secret HYDRA research department (headed by Johann Schmidt, a.k.a. the Red Skull), Rogers is left as a unique man who is initially misused as a propaganda mascot; however, when his comrades need him, Rogers goes on a successful adventure that truly makes him Captain America, and his war against Schmidt begins. Written by Kenneth Chisholm (kchishol@rogers.com)",124 min,Sound Mix: Dolby Digital | Datasat | SDDS,Color,Aspect Ratio: 2.35 : 1,PG,6.8,"446,700",655 user,504 critic,null,28 June 2010 - 3 December ,135384320.4,107293073.9,504,446700,655,6.8,9,9,6119,5,48,0.357557094,-0.145637074,China,1,0,1,PG,9,1
2011,Scream 4 (2011),1,Release Date: 15 April 2011 (Canada) See more Ф_,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger. Written by Joey",111 min,Sound Mix: Dolby Digital | DTS | SDDS,Color,Aspect Ratio: 2.35 : 1,14A,6.2,"98,837",516 user,414 critic,null,null,29257972.09,30655163.96,414,98837,516,6.2,4,15,5975,4,59,0,0,Canada,0,0,0,PG-13,5,0
2011,Limitless (I) (2011),0,Release Date: 13 October 2011 (China) See more Ф_,"An action-thriller about a writer who takes an experimental drug that allows him to use 100 percent of his mind. As one man evolves into the perfect version of himself, forces more corrupt than he can imagine mark him for assassination. Out-of-work writer Eddie Morra's (Cooper) rejection by girlfriend Lindy (Abbie Cornish) confirms his belief that he has zero future. That all vanishes the day an old friend introduces Eddie to NZT, a designer pharmaceutical that makes him laser focused and more confident than any man alive. Now on an NZT-fueled odyssey, everything Eddie's read, heard or seen is instantly organized and available to him. As the former nobody rises to the top of the financial world, he draws the attention of business mogul Carl Van Loon (De Niro), who sees this enhanced version of Eddie as the tool to make billions. But brutal side effects jeopardize his meteoric ascent. With a dwindling stash and hit men who will eliminate him to get the NZT, Eddie must stay wired long ... Written by Relativity Media",105 min,Sound Mix: Dolby Digital | DTS | SDDS,Color,Aspect Ratio: 2.35 : 1,14A,7.4,"385,886",380 user,369 critic,null,March ,60735125.92,20692235.67,369,385886,380,7.4,10,13,6153,3,70,0,0,China,0,0,0,PG-13,8,0
2011,X-Men: First Class (2011),1,Release Date: 3 June 2011 (Canada) See more Ф_,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were archenemies, they were closest of friends, working together, with other Mutants (some familiar, some new), to stop the greatest threat the world has ever known. In the process, a rift between them opened, which began the eternal war between Magneto's Brotherhood and Professor X's X-MEN. Written by Twentieth Century Fox",132 min,Sound Mix: Dolby | Dolby Digital | Datasat,Color,Aspect Ratio: 2.35 : 1,PG,7.8,"470,996",689 user,483 critic,null,19 June 2010 - 30 September ,112204264.9,122620655.8,483,470996,689,7.8,6,3,6023,5,47,0,0,Canada,1,0,0,PG,9,1
2011,Drive (I) (2011),0,Release Date: 16 September 2011 (Canada) See more Ф_,"A mysterious man who has multiple jobs as a garage mechanic, a Hollywood stuntman and a getaway driver seems to be trying to escape his shady past as he falls for his neighbor - whose husband is in prison and who's looking after her child alone. Meanwhile, his garage mechanic boss is trying to set up a race team using gangland money, which implicates our driver as he is to be used as the race team's main driver. Our hero gets more than he bargained for when he meets the man who is married to the woman he loves. Written by shin",100 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 2.35 : 1,18A,7.8,"403,825","1,225 user",659 critic,null,25 September 2010 - 12 November ,26869779.25,11495686.49,659,403825,1225,7.8,9,16,6126,2,51,0,0,Canada,0,0,0,R,5,0
2011,"Crazy, Stupid, Love. (2011)",0,Release Date: 29 July 2011 (Canada) See more Ф_,"Cal (Steve Carell) and Emily (Julianne Moore) have the perfect life together living the American dream... until Emily asks for a divorce. Now Cal, Mr Husband, has to navigate the single scene with a little help from his professional bachelor friend Jacob Palmer (Ryan Gosling). Make that a lot of help... Written by Anonymous",null,Sound Mix: Dolby Digital | Datasat | SDDS,Color,Aspect Ratio: 2.39:1,PG,7.4,"353,896",281 user,308 critic,null,16 April 2010 -  June ,64644994.36,38318954.95,308,353896,281,7.4,7,29,6079,4,58,-0.28402489,-0.321982574,Canada,0,0,0,PG,8,0
2011,Paranormal Activity 3 (2011),0,Release Date: 21 October 2011 (Canada) See more Ф_,"In 1988, in California, cinematographer Dennis moves to the house of his girlfriend Julie to raise a family with her daughters Katie and Kristi. Little Kristi has an imaginary friend named Toby while weird things happen in the house. Dennis decides to place cameras in the house to capture images during the night and soon he finds that there is an entity in the house. Dennis's friend Randy Rosen (Dustin Ingram) researches the events and learns that his house might be a coven of witches and the children may be in danger. Written by Claudio Carvalho, Rio de Janeiro, Brazil",83 min,Sound Mix: Dolby Digital | SDDS | DTS,Color,Aspect Ratio: 1.85 : 1,14A,5.9,"72,995",313 user,250 critic,null,null,79709425.51,3831895.495,250,72995,313,5.9,10,21,6161,1,80,0,0,Canada,1,0,0,PG-13,8,1
2011,Bridesmaids (I) (2011),0,Release Date: 13 May 2011 (Canada) See more Ф_,"Annie (Kristen Wiig), is a maid of honor whose life unravels as she leads her best friend, Lillian (Maya Rudolph), and a group of colorful bridesmaids (Rose Byrne, Melissa McCarthy, Wendi McLendon-Covey and Ellie Kemper) on a wild ride down the road to matrimony. Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she'll show Lillian and her bridesmaids just how far you'll go for someone you love. Written by Anonymous",125 min,Sound Mix: Dolby Digital | DTS | SDDS,Color,Aspect Ratio: 2.35 : 1,14A,6.8,"205,178",471 user,367 critic,null,null,129599859.5,24907320.72,367,205178,471,6.8,5,13,6003,3,62,0,0,Canada,0,0,0,PG-13,9,1
2011,Mission: Impossible - Ghost Protocol (2011),1,Release Date: 28 January 2012 (China) See more Ф_,"In the fourth installment of the Mission Impossible series, Ethan Hunt and a new team race against time to track down Hendricks, a dangerous terrorist who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt by the team to stop him at the Kremlin ends in a disaster, with an explosion causing severe damage to the Kremlin and the IMF being implicated in the bombing, forcing the President to invoke Ghost Protocol, under which the IMF is disavowed, and will be offered no help or backup in any form. Undaunted, Ethan and his team chase Hendricks to Dubai, and from there to Mumbai, but several spectacular action sequences later, they might still be too late to stop a disaster. Written by shreesha bhat",133 min,Sound Mix: Dolby Digital | SDDS | Datasat,Color,Aspect Ratio: 2.35 : 1,14A,7.4,"339,071",509 user,427 critic,null,null,160478176.2,111124969.4,427,339071,509,7.4,1,28,5898,5,46,0,0,China,1,0,0,PG-13,9,1
2011,Sucker Punch (2011),0,Release Date: 15 April 2011 (China) See more Ф_,"A young girl (Baby Doll) is locked away in a mental asylum by her abusive stepfather where she will undergo a lobotomy in five days' time. Faced with unimaginable odds, she retreats to a fantastical world in her imagination where she and four other female inmates at the asylum, plot to escape the facility. The lines between reality and fantasy blur as Baby Doll and her four companions, as well as a mysterious guide, fight to retrieve the five items they need that will allow them to break free from their captors before it's too late... Written by Anonymous",110 min,Sound Mix: Dolby Digital | DTS | SDDS,Color,Aspect Ratio: 2.35 : 1,14+,6.1,"187,182",906 user,428 critic,October ,10 September 2009 - 29 January ,27890452.89,62843086.12,428,187182,906,6.1,4,15,5975,5,59,0,0,China,1,0,0,PG-13,5,1
2011,Pirates of the Caribbean: On Stranger Tides (2011),1,Release Date: 20 May 2011 (China) See more Ф_,"Captain Jack Sparrow (Depp) crosses paths with a woman from his past (Cruz), and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard (McShane), Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past. Written by Walt Disney Pictures",null,Sound Mix: SDDS | Datasat | Dolby Digital | Dolby Surround 7.1,Color,Aspect Ratio: 2.35 : 1,"Rated PG-13 for sexual content/nudity, language and some violence",6.7,"339,639",481 user,442 critic,null,14 June 2010 - 12 November ,184752390.4,191594774.8,442,339639,481,6.7,5,20,6010,6,65,-0.178805734,-0.189264435,China,1,0,1,PG-13,9,1
2011,No Strings Attached (I) (2011),0,Release Date: 21 January 2011 (Canada) See more Ф_,"Occasionally in the 15 years since summer camp, Adam and Emma cross paths. When he discovers that an ex-girlfriend is living with his dad, he gets drunk, calls every woman in his cell phone contact list, and ends up passed out naked in her living room. By this time, she's a medical resident in L.A. and he's a gopher on a ""Glee""-like TV series, hoping to be a writer. She guards her emotions (calling her father's funeral ""a thing""), so after a quick shag in the moments she has before leaving for the hospital, she asks if he wants a no-strings-attached, sex-only relationship, without romance or complications. A prescription for fun or for disaster? Written by <jhailey@hotmail.com>",108 min,Sound Mix: SDDS | DTS | Dolby Digital,Color,Aspect Ratio: 2.35 : 1,14A,6.2,"156,300",176 user,241 critic,null,May ,54154048.5,19159477.48,241,156300,176,6.2,1,21,5891,3,31,0,0,Canada,1,0,0,PG-13,7,1
2011,Midnight in Paris (2011),0,Release Date: 11 May 2011 (France) See more Ф_,"Gil and Inez travel to Paris as a tag-along vacation on her parents' business trip. Gil is a successful Hollywood writer but is struggling on his first novel. He falls in love with the city and thinks they should move there after they get married, but Inez does not share his romantic notions of the city or the idea that the 1920s was the golden age. When Inez goes off dancing with her friends, Gil takes a walk at midnight and discovers what could be the ultimate source of inspiration for writing. Gil's daily walks at midnight in Paris could take him closer to the heart of the city but further from the woman he's about to marry. Written by napierslogs",null,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,PG,7.7,"279,621",496 user,477 critic,null,July 2010 -  August ,43543102.23,13028444.68,477,279621,496,7.7,5,11,6001,2,57,0,0,France,0,0,0,PG,7,0
